county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,18-01,State Representative,18,R,"BARON, Chris (Pei-Ji)",0,0,48,48
City & County of Honolulu,18-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,660,660
City & County of Honolulu,18-02,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,18-02,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,18-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,18-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,2,2
City & County of Honolulu,18-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,138,138
City & County of Honolulu,18-02,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,18-02,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,18-02,US Senator,,D,"INOUYE, Daniel K.",0,0,532,532
City & County of Honolulu,18-02,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,90,90
City & County of Honolulu,18-02,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,18-02,US Senator,,R,"CAVASSO, Cam",0,0,55,55
City & County of Honolulu,18-02,US Senator,,R,"PIRKOWSKI, Eddie",0,0,8,8
City & County of Honolulu,18-02,US Senator,,R,"ROCO, John",0,0,19,19
City & County of Honolulu,18-02,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,162,162
City & County of Honolulu,18-02,US Representative,1,D,"HANABUSA, Colleen",0,0,414,414
City & County of Honolulu,18-02,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,18-02,US Representative,1,R,"DJOU, Charles",0,0,133,133
City & County of Honolulu,18-02,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,1,1
City & County of Honolulu,18-02,Governor,,D,"ABERCROMBIE, Neil",0,0,429,429
City & County of Honolulu,18-02,Governor,,D,"HANNEMANN, Mufi",0,0,217,217
City & County of Honolulu,18-02,Governor,,D,"REYES, Arturo P. (Art)",0,0,1,1
City & County of Honolulu,18-02,Governor,,D,"SHIRATORI, Miles",0,0,3,3
City & County of Honolulu,18-02,Governor,,D,"TANABE, Van K.",0,0,3,3
City & County of Honolulu,18-02,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,18-02,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,18-02,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,18-02,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,18-02,Governor,,R,"AIONA, Duke",0,0,122,122
City & County of Honolulu,18-02,Governor,,R,"CARROLL, John S.",0,0,8,8
City & County of Honolulu,18-02,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,137,137
City & County of Honolulu,18-02,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,67,67
City & County of Honolulu,18-02,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,5,5
City & County of Honolulu,18-02,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,32,32
City & County of Honolulu,18-02,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,14,14
City & County of Honolulu,18-02,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,141,141
City & County of Honolulu,18-02,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,240,240
City & County of Honolulu,18-02,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,18-02,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,18-02,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,59,59
City & County of Honolulu,18-02,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,53,53
City & County of Honolulu,18-02,State Senator,8,D,"PRICE, Larry",0,0,359,359
City & County of Honolulu,18-02,State Senator,8,R,"SLOM, Sam",0,0,100,100
City & County of Honolulu,18-02,State Representative,18,D,"HASHEM, Mark Jun",0,0,238,238
City & County of Honolulu,18-02,State Representative,18,D,"LANE, T.J.",0,0,132,132
City & County of Honolulu,18-02,State Representative,18,D,"LEE, Albert",0,0,136,136
City & County of Honolulu,18-02,State Representative,18,R,"BARON, Chris (Pei-Ji)",0,0,85,85
City & County of Honolulu,18-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,962,962
City & County of Honolulu,18-03,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,18-03,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,18-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,18-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,5,5
City & County of Honolulu,18-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,227,227
City & County of Honolulu,18-03,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,18-03,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,18-03,US Senator,,D,"INOUYE, Daniel K.",0,0,761,761
City & County of Honolulu,18-03,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,128,128
City & County of Honolulu,18-03,US Senator,,N,"JARRETT, Jeff",0,0,2,2
City & County of Honolulu,18-03,US Senator,,R,"CAVASSO, Cam",0,0,106,106
City & County of Honolulu,18-03,US Senator,,R,"PIRKOWSKI, Eddie",0,0,22,22
City & County of Honolulu,18-03,US Senator,,R,"ROCO, John",0,0,35,35
City & County of Honolulu,18-03,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,195,195
City & County of Honolulu,18-03,US Representative,1,D,"HANABUSA, Colleen",0,0,652,652
City & County of Honolulu,18-03,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,5,5
City & County of Honolulu,18-03,US Representative,1,R,"DJOU, Charles",0,0,212,212
City & County of Honolulu,18-03,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,3,3
City & County of Honolulu,18-03,Governor,,D,"ABERCROMBIE, Neil",0,0,671,671
City & County of Honolulu,18-03,Governor,,D,"HANNEMANN, Mufi",0,0,268,268
City & County of Honolulu,18-03,Governor,,D,"REYES, Arturo P. (Art)",0,0,4,4
City & County of Honolulu,18-03,Governor,,D,"SHIRATORI, Miles",0,0,4,4
City & County of Honolulu,18-03,Governor,,D,"TANABE, Van K.",0,0,4,4
City & County of Honolulu,18-03,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,18-03,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,18-03,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,18-03,Governor,,N,"POLLARD, Thomas (Tom)",0,0,2,2
City & County of Honolulu,18-03,Governor,,R,"AIONA, Duke",0,0,203,203
City & County of Honolulu,18-03,Governor,,R,"CARROLL, John S.",0,0,17,17
City & County of Honolulu,18-03,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,255,255
City & County of Honolulu,18-03,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,109,109
City & County of Honolulu,18-03,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,4,4
City & County of Honolulu,18-03,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,71,71
City & County of Honolulu,18-03,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,21,21
City & County of Honolulu,18-03,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,148,148
City & County of Honolulu,18-03,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,323,323
City & County of Honolulu,18-03,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,18-03,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,3,3
City & County of Honolulu,18-03,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,118,118
City & County of Honolulu,18-03,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,77,77
City & County of Honolulu,18-03,State Senator,8,D,"PRICE, Larry",0,0,571,571
City & County of Honolulu,18-03,State Senator,8,R,"SLOM, Sam",0,0,189,189
City & County of Honolulu,18-03,State Representative,18,D,"HASHEM, Mark Jun",0,0,364,364
City & County of Honolulu,18-03,State Representative,18,D,"LANE, T.J.",0,0,275,275
City & County of Honolulu,18-03,State Representative,18,D,"LEE, Albert",0,0,167,167
City & County of Honolulu,18-03,State Representative,18,R,"BARON, Chris (Pei-Ji)",0,0,171,171
City & County of Honolulu,18-04,Straight Party,,,DEMOCRATIC PARTY (D),0,0,535,535
City & County of Honolulu,18-04,Straight Party,,,FREE ENERGY PARTY (F),0,0,1,1
City & County of Honolulu,18-04,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,18-04,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,18-04,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,18-04,Straight Party,,,REPUBLICAN PARTY (R),0,0,106,106
City & County of Honolulu,18-04,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,1,1
City & County of Honolulu,18-04,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,18-04,US Senator,,D,"INOUYE, Daniel K.",0,0,425,425
City & County of Honolulu,18-04,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,67,67
City & County of Honolulu,18-04,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,18-04,US Senator,,R,"CAVASSO, Cam",0,0,51,51
City & County of Honolulu,18-04,US Senator,,R,"PIRKOWSKI, Eddie",0,0,8,8
City & County of Honolulu,18-04,US Senator,,R,"ROCO, John",0,0,15,15
City & County of Honolulu,18-04,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,125,125
City & County of Honolulu,18-04,US Representative,1,D,"HANABUSA, Colleen",0,0,332,332
City & County of Honolulu,18-04,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,18-04,US Representative,1,R,"DJOU, Charles",0,0,102,102
City & County of Honolulu,18-04,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,18-04,Governor,,D,"ABERCROMBIE, Neil",0,0,357,357
City & County of Honolulu,18-04,Governor,,D,"HANNEMANN, Mufi",0,0,165,165
City & County of Honolulu,18-04,Governor,,D,"REYES, Arturo P. (Art)",0,0,3,3
City & County of Honolulu,18-04,Governor,,D,"SHIRATORI, Miles",0,0,3,3
City & County of Honolulu,18-04,Governor,,D,"TANABE, Van K.",0,0,4,4
City & County of Honolulu,18-04,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,18-04,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,18-04,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,18-04,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,18-04,Governor,,R,"AIONA, Duke",0,0,96,96
City & County of Honolulu,18-04,Governor,,R,"CARROLL, John S.",0,0,6,6
City & County of Honolulu,18-04,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,162,162
City & County of Honolulu,18-04,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,48,48
City & County of Honolulu,18-04,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,2,2
City & County of Honolulu,18-04,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,26,26
City & County of Honolulu,18-04,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,10,10
City & County of Honolulu,18-04,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,100,100
City & County of Honolulu,18-04,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,171,171
City & County of Honolulu,18-04,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,18-04,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,18-04,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,62,62
City & County of Honolulu,18-04,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,28,28
City & County of Honolulu,18-04,State Senator,8,D,"PRICE, Larry",0,0,262,262
City & County of Honolulu,18-04,State Senator,8,R,"SLOM, Sam",0,0,86,86
City & County of Honolulu,18-04,State Representative,18,D,"HASHEM, Mark Jun",0,0,241,241
City & County of Honolulu,18-04,State Representative,18,D,"LANE, T.J.",0,0,128,128
City & County of Honolulu,18-04,State Representative,18,D,"LEE, Albert",0,0,70,70
City & County of Honolulu,18-04,State Representative,18,R,"BARON, Chris (Pei-Ji)",0,0,71,71
,18-05,Straight Party,,,DEMOCRATIC PARTY (D),0,0,1162,1162
,18-05,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
,18-05,Straight Party,,,GREEN PARTY (G),0,0,3,3
,18-05,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
,18-05,Straight Party,,,NONPARTISAN BALLOT (N),0,0,4,4
,18-05,Straight Party,,,REPUBLICAN PARTY (R),0,0,246,246
,18-05,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
,18-05,US Senator,,G,"BREWER, Jim",0,0,2,2
,18-05,US Senator,,D,"INOUYE, Daniel K.",0,0,922,922
,18-05,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,143,143
,18-05,US Senator,,N,"JARRETT, Jeff",0,0,2,2
,18-05,US Senator,,R,"CAVASSO, Cam",0,0,103,103
,18-05,US Senator,,R,"PIRKOWSKI, Eddie",0,0,17,17
,18-05,US Senator,,R,"ROCO, John",0,0,24,24
,18-05,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,230,230
,18-05,US Representative,1,D,"HANABUSA, Colleen",0,0,760,760
,18-05,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,2,2
,18-05,US Representative,1,R,"DJOU, Charles",0,0,232,232
,18-05,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,1,1
,18-05,Governor,,D,"ABERCROMBIE, Neil",0,0,776,776
,18-05,Governor,,D,"HANNEMANN, Mufi",0,0,352,352
,18-05,Governor,,D,"REYES, Arturo P. (Art)",0,0,9,9
,18-05,Governor,,D,"SHIRATORI, Miles",0,0,6,6
,18-05,Governor,,D,"TANABE, Van K.",0,0,7,7
,18-05,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
,18-05,Governor,,N,"CLAPES, Tony",0,0,0,0
,18-05,Governor,,N,"MANNER, Paul",0,0,0,0
,18-05,Governor,,N,"POLLARD, Thomas (Tom)",0,0,2,2
,18-05,Governor,,R,"AIONA, Duke",0,0,218,218
,18-05,Governor,,R,"CARROLL, John S.",0,0,12,12
,18-05,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,297,297
,18-05,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,119,119
,18-05,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,14,14
,18-05,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,56,56
,18-05,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,23,23
,18-05,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,223,223
,18-05,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,375,375
,18-05,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
,18-05,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,2,2
,18-05,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,123,123
,18-05,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,69,69
,18-05,State Senator,8,D,"PRICE, Larry",0,0,623,623
,18-05,State Senator,8,R,"SLOM, Sam",0,0,194,194
,18-05,State Representative,18,D,"HASHEM, Mark Jun",0,0,473,473
,18-05,State Representative,18,D,"LANE, T.J.",0,0,299,299
,18-05,State Representative,18,D,"LEE, Albert",0,0,188,188
,18-05,State Representative,18,R,"BARON, Chris (Pei-Ji)",0,0,178,178
City & County of Honolulu,19-01,Straight Party,,,DEMOCRATIC PARTY (D),0,0,1135,1135
City & County of Honolulu,19-01,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,19-01,Straight Party,,,GREEN PARTY (G),0,0,1,1
City & County of Honolulu,19-01,Straight Party,,,LIBERTARIAN PARTY (L),0,0,1,1
City & County of Honolulu,19-01,Straight Party,,,NONPARTISAN BALLOT (N),0,0,5,5
City & County of Honolulu,19-01,Straight Party,,,REPUBLICAN PARTY (R),0,0,274,274
City & County of Honolulu,19-01,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,19-01,US Senator,,G,"BREWER, Jim",0,0,1,1
City & County of Honolulu,19-01,US Senator,,D,"INOUYE, Daniel K.",0,0,892,892
City & County of Honolulu,19-01,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,156,156
City & County of Honolulu,19-01,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,19-01,US Senator,,R,"CAVASSO, Cam",0,0,120,120
City & County of Honolulu,19-01,US Senator,,R,"PIRKOWSKI, Eddie",0,0,18,18
City & County of Honolulu,19-01,US Senator,,R,"ROCO, John",0,0,39,39
City & County of Honolulu,19-01,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,271,271
City & County of Honolulu,19-01,US Representative,1,D,"HANABUSA, Colleen",0,0,709,709
City & County of Honolulu,19-01,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,1,1
City & County of Honolulu,19-01,US Representative,1,R,"DJOU, Charles",0,0,266,266
City & County of Honolulu,19-01,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,19-01,Governor,,D,"ABERCROMBIE, Neil",0,0,716,716
City & County of Honolulu,19-01,Governor,,D,"HANNEMANN, Mufi",0,0,395,395
City & County of Honolulu,19-01,Governor,,D,"REYES, Arturo P. (Art)",0,0,6,6
City & County of Honolulu,19-01,Governor,,D,"SHIRATORI, Miles",0,0,4,4
City & County of Honolulu,19-01,Governor,,D,"TANABE, Van K.",0,0,5,5
City & County of Honolulu,19-01,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,19-01,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,19-01,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,19-01,Governor,,N,"POLLARD, Thomas (Tom)",0,0,1,1
City & County of Honolulu,19-01,Governor,,R,"AIONA, Duke",0,0,245,245
City & County of Honolulu,19-01,Governor,,R,"CARROLL, John S.",0,0,18,18
City & County of Honolulu,19-01,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,153,153
City & County of Honolulu,19-01,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,116,116
City & County of Honolulu,19-01,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,8,8
City & County of Honolulu,19-01,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,77,77
City & County of Honolulu,19-01,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,30,30
City & County of Honolulu,19-01,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,226,226
City & County of Honolulu,19-01,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,460,460
City & County of Honolulu,19-01,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,19-01,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,19-01,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,141,141
City & County of Honolulu,19-01,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,78,78
City & County of Honolulu,19-01,State Senator,8,D,"PRICE, Larry",0,0,608,608
City & County of Honolulu,19-01,State Senator,8,R,"SLOM, Sam",0,0,219,219
City & County of Honolulu,19-01,State Representative,19,R,"MARUMOTO, Barbara C.",0,0,223,223
City & County of Honolulu,19-02,Straight Party,,,DEMOCRATIC PARTY (D),0,0,289,289
City & County of Honolulu,19-02,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,19-02,Straight Party,,,GREEN PARTY (G),0,0,0,0
City & County of Honolulu,19-02,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,19-02,Straight Party,,,NONPARTISAN BALLOT (N),0,0,0,0
City & County of Honolulu,19-02,Straight Party,,,REPUBLICAN PARTY (R),0,0,41,41
City & County of Honolulu,19-02,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,19-02,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,19-02,US Senator,,D,"INOUYE, Daniel K.",0,0,246,246
City & County of Honolulu,19-02,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,27,27
City & County of Honolulu,19-02,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,19-02,US Senator,,R,"CAVASSO, Cam",0,0,16,16
City & County of Honolulu,19-02,US Senator,,R,"PIRKOWSKI, Eddie",0,0,4,4
City & County of Honolulu,19-02,US Senator,,R,"ROCO, John",0,0,7,7
City & County of Honolulu,19-02,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,41,41
City & County of Honolulu,19-02,US Representative,1,D,"HANABUSA, Colleen",0,0,215,215
City & County of Honolulu,19-02,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,0,0
City & County of Honolulu,19-02,US Representative,1,R,"DJOU, Charles",0,0,41,41
City & County of Honolulu,19-02,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,19-02,Governor,,D,"ABERCROMBIE, Neil",0,0,180,180
City & County of Honolulu,19-02,Governor,,D,"HANNEMANN, Mufi",0,0,103,103
City & County of Honolulu,19-02,Governor,,D,"REYES, Arturo P. (Art)",0,0,0,0
City & County of Honolulu,19-02,Governor,,D,"SHIRATORI, Miles",0,0,1,1
City & County of Honolulu,19-02,Governor,,D,"TANABE, Van K.",0,0,0,0
City & County of Honolulu,19-02,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,19-02,Governor,,N,"CLAPES, Tony",0,0,0,0
City & County of Honolulu,19-02,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,19-02,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,19-02,Governor,,R,"AIONA, Duke",0,0,37,37
City & County of Honolulu,19-02,Governor,,R,"CARROLL, John S.",0,0,3,3
City & County of Honolulu,19-02,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,30,30
City & County of Honolulu,19-02,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,37,37
City & County of Honolulu,19-02,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,3,3
City & County of Honolulu,19-02,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,18,18
City & County of Honolulu,19-02,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,10,10
City & County of Honolulu,19-02,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,72,72
City & County of Honolulu,19-02,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,105,105
City & County of Honolulu,19-02,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,19-02,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
City & County of Honolulu,19-02,Lieutenant Governor,,R,"FINNEGAN, Lynn Berbano",0,0,20,20
City & County of Honolulu,19-02,Lieutenant Governor,,R,"KING, Adrienne S.",0,0,14,14
City & County of Honolulu,19-02,State Senator,9,D,"DAVIDSON, Daniel N.",0,0,44,44
City & County of Honolulu,19-02,State Senator,9,D,"IHARA, Les S., Jr.",0,0,199,199
City & County of Honolulu,19-02,State Senator,9,R,"SHORBA, Lisa Leialoha",0,0,24,24
City & County of Honolulu,19-02,State Representative,19,R,"MARUMOTO, Barbara C.",0,0,29,29
City & County of Honolulu,19-03,Straight Party,,,DEMOCRATIC PARTY (D),0,0,786,786
City & County of Honolulu,19-03,Straight Party,,,FREE ENERGY PARTY (F),0,0,0,0
City & County of Honolulu,19-03,Straight Party,,,GREEN PARTY (G),0,0,1,1
City & County of Honolulu,19-03,Straight Party,,,LIBERTARIAN PARTY (L),0,0,0,0
City & County of Honolulu,19-03,Straight Party,,,NONPARTISAN BALLOT (N),0,0,10,10
City & County of Honolulu,19-03,Straight Party,,,REPUBLICAN PARTY (R),0,0,176,176
City & County of Honolulu,19-03,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
City & County of Honolulu,19-03,US Senator,,G,"BREWER, Jim",0,0,0,0
City & County of Honolulu,19-03,US Senator,,D,"INOUYE, Daniel K.",0,0,635,635
City & County of Honolulu,19-03,US Senator,,D,"WOERNER, Andrew D. (Andy)",0,0,82,82
City & County of Honolulu,19-03,US Senator,,N,"JARRETT, Jeff",0,0,0,0
City & County of Honolulu,19-03,US Senator,,R,"CAVASSO, Cam",0,0,70,70
City & County of Honolulu,19-03,US Senator,,R,"PIRKOWSKI, Eddie",0,0,10,10
City & County of Honolulu,19-03,US Senator,,R,"ROCO, John",0,0,21,21
City & County of Honolulu,19-03,US Representative,1,D,"DEL CASTILLO, Rafael (Del)",0,0,148,148
City & County of Honolulu,19-03,US Representative,1,D,"HANABUSA, Colleen",0,0,523,523
City & County of Honolulu,19-03,US Representative,1,R,"AMSTERDAM, C. Kaui Jochanan",0,0,4,4
City & County of Honolulu,19-03,US Representative,1,R,"DJOU, Charles",0,0,166,166
City & County of Honolulu,19-03,US Representative,1,R,"GIUFFRE, John (Raghu)",0,0,0,0
City & County of Honolulu,19-03,Governor,,D,"ABERCROMBIE, Neil",0,0,497,497
City & County of Honolulu,19-03,Governor,,D,"HANNEMANN, Mufi",0,0,268,268
City & County of Honolulu,19-03,Governor,,D,"REYES, Arturo P. (Art)",0,0,6,6
City & County of Honolulu,19-03,Governor,,D,"SHIRATORI, Miles",0,0,2,2
City & County of Honolulu,19-03,Governor,,D,"TANABE, Van K.",0,0,2,2
City & County of Honolulu,19-03,Governor,,F,"CUNNINGHAM, Daniel H.",0,0,0,0
City & County of Honolulu,19-03,Governor,,N,"CLAPES, Tony",0,0,4,4
City & County of Honolulu,19-03,Governor,,N,"MANNER, Paul",0,0,0,0
City & County of Honolulu,19-03,Governor,,N,"POLLARD, Thomas (Tom)",0,0,0,0
City & County of Honolulu,19-03,Governor,,R,"AIONA, Duke",0,0,158,158
City & County of Honolulu,19-03,Governor,,R,"CARROLL, John S.",0,0,11,11
City & County of Honolulu,19-03,Lieutenant Governor,,D,"BERG, Lyla B.",0,0,99,99
City & County of Honolulu,19-03,Lieutenant Governor,,D,"BUNDA, Robert (Bobby)",0,0,88,88
City & County of Honolulu,19-03,Lieutenant Governor,,D,"HIRAKAMI, Steve",0,0,2,2
City & County of Honolulu,19-03,Lieutenant Governor,,D,"HOOSER, Gary L.",0,0,35,35
City & County of Honolulu,19-03,Lieutenant Governor,,D,"KARAMATSU, Jon Riki",0,0,16,16
City & County of Honolulu,19-03,Lieutenant Governor,,D,"SAKAMOTO, Norman",0,0,137,137
City & County of Honolulu,19-03,Lieutenant Governor,,D,"SCHATZ, Brian",0,0,343,343
City & County of Honolulu,19-03,Lieutenant Governor,,F,"SPENCE, Deborah (Jo B)",0,0,0,0
City & County of Honolulu,19-03,Lieutenant Governor,,N,"KAMA, Leonard Leo I",0,0,0,0
