county,precinct,office,district,party,candidate,absentee,early,votes
Honolulu,37-01,President,,R,"TRUMP, Donald J.",312,64,520
Honolulu,37-01,President,,D,"CLINTON, Hillary",728,108,824
Honolulu,37-01,President,,C,"CASTLE, Darrell L.",13,2,10
Honolulu,37-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,3
Honolulu,37-01,U.S. Senate,,C,"ALLISON, Joy J.",16,2,31
Honolulu,37-01,U.S. Senate,,D,"SCHATZ, Brian",860,126,1007
Honolulu,37-01,U.S. Senate,,L,"KOKOSKI, Michael A.",7,3,13
Honolulu,37-01,U.S. Senate,,R,"CARROLL, John",219,46,357
Honolulu,37-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",847,132,979
Honolulu,37-01,U.S. House,1,L,"YIM, Alan J.K.",19,10,43
Honolulu,37-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",12,1,33
Honolulu,37-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",222,38,353
Honolulu,37-01,U.S. House,1,D,"CROSS, Peter",4,2,24
Honolulu,37-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",801,126,900
Honolulu,37-01,U.S. House,1,D,"KIM, Howard",18,4,27
Honolulu,37-01,U.S. House,1,L,"YIM, Alan J.K.",22,6,33
Honolulu,37-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",7,1,20
Honolulu,37-01,U.S. House,1,N,"PERRY, Yvonne",3,1,8
Honolulu,37-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",202,36,333
Honolulu,37-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",16,2,35
Honolulu,37-01,U.S. House,1,D,"OCASIO, Javier",12,0,13
Honolulu,37-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,1,2
Honolulu,37-01,State House,37,D,"YAMANE, Ryan I.",884,128,1059
Honolulu,37-01,State House,37,R,"KUPUKAA, Katherine T.",208,48,329
Honolulu,37-02,President,,G,"STEIN, Jill",27,0,31
Honolulu,37-02,President,,L,"JOHNSON, Gary",46,8,58
Honolulu,37-02,President,,R,"TRUMP, Donald J.",467,56,524
Honolulu,37-02,President,,D,"CLINTON, Hillary",961,138,864
Honolulu,37-02,President,,C,"CASTLE, Darrell L.",9,0,9
Honolulu,37-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,7
Honolulu,37-02,U.S. Senate,,C,"ALLISON, Joy J.",12,4,23
Honolulu,37-02,U.S. Senate,,D,"SCHATZ, Brian",1160,141,1051
Honolulu,37-02,U.S. Senate,,L,"KOKOSKI, Michael A.",10,1,18
Honolulu,37-02,U.S. Senate,,R,"CARROLL, John",319,45,359
Honolulu,37-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",1111,141,1005
Honolulu,37-02,U.S. House,1,L,"YIM, Alan J.K.",30,3,47
Honolulu,37-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",14,6,32
Honolulu,37-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",335,43,379
Honolulu,37-02,U.S. House,1,D,"CROSS, Peter",7,4,27
Honolulu,37-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",1038,128,913
Honolulu,37-02,U.S. House,1,D,"KIM, Howard",21,3,24
Honolulu,37-02,U.S. House,1,L,"YIM, Alan J.K.",28,2,36
Honolulu,37-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",11,2,18
Honolulu,37-02,U.S. House,1,N,"PERRY, Yvonne",4,0,11
Honolulu,37-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",330,45,355
Honolulu,37-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",26,8,41
Honolulu,37-02,U.S. House,1,D,"OCASIO, Javier",9,0,7
Honolulu,37-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,2
Honolulu,37-02,State House,37,D,"YAMANE, Ryan I.",1164,143,1056
Honolulu,37-02,State House,37,R,"KUPUKAA, Katherine T.",286,48,375
Honolulu,37-03,President,,G,"STEIN, Jill",22,3,28
Honolulu,37-03,President,,L,"JOHNSON, Gary",42,4,60
Honolulu,37-03,President,,R,"TRUMP, Donald J.",398,40,579
Honolulu,37-03,President,,D,"CLINTON, Hillary",839,111,793
Honolulu,37-03,President,,C,"CASTLE, Darrell L.",9,4,9
Honolulu,37-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,2,2
Honolulu,37-03,U.S. Senate,,C,"ALLISON, Joy J.",13,2,21
Honolulu,37-03,U.S. Senate,,D,"SCHATZ, Brian",981,125,982
Honolulu,37-03,U.S. Senate,,L,"KOKOSKI, Michael A.",7,1,18
Honolulu,37-03,U.S. Senate,,R,"CARROLL, John",278,28,413
Honolulu,37-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",964,121,924
Honolulu,37-03,U.S. House,1,L,"YIM, Alan J.K.",21,3,33
Honolulu,37-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",15,2,33
Honolulu,37-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",281,31,441
Honolulu,37-03,U.S. House,1,D,"CROSS, Peter",11,2,18
Honolulu,37-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",909,108,844
Honolulu,37-03,U.S. House,1,D,"KIM, Howard",20,2,33
Honolulu,37-03,U.S. House,1,L,"YIM, Alan J.K.",18,2,26
Honolulu,37-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",8,1,20
Honolulu,37-03,U.S. House,1,N,"PERRY, Yvonne",5,1,3
Honolulu,37-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",268,29,424
Honolulu,37-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",25,10,25
Honolulu,37-03,U.S. House,1,D,"OCASIO, Javier",4,0,5
Honolulu,37-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",2,0,1
Honolulu,37-03,State House,37,D,"YAMANE, Ryan I.",1067,118,1019
Honolulu,37-03,State House,37,R,"KUPUKAA, Katherine T.",207,41,383
Honolulu,37-04,President,,G,"STEIN, Jill",11,6,22
Honolulu,37-04,President,,L,"JOHNSON, Gary",30,2,34
Honolulu,37-04,President,,R,"TRUMP, Donald J.",288,44,395
Honolulu,37-04,President,,D,"CLINTON, Hillary",513,89,595
Honolulu,37-04,President,,C,"CASTLE, Darrell L.",14,1,3
Honolulu,37-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,0,3
Honolulu,37-04,U.S. Senate,,C,"ALLISON, Joy J.",7,3,23
Honolulu,37-04,U.S. Senate,,D,"SCHATZ, Brian",594,105,728
Honolulu,37-04,U.S. Senate,,L,"KOKOSKI, Michael A.",8,4,17
Honolulu,37-04,U.S. Senate,,R,"CARROLL, John",234,32,265
Honolulu,37-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",580,102,691
Honolulu,37-04,U.S. House,1,L,"YIM, Alan J.K.",27,5,33
Honolulu,37-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",10,6,25
Honolulu,37-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",222,30,272
Honolulu,37-04,U.S. House,1,D,"CROSS, Peter",11,2,17
Honolulu,37-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",521,91,617
Honolulu,37-04,U.S. House,1,D,"KIM, Howard",17,4,24
Honolulu,37-04,U.S. House,1,L,"YIM, Alan J.K.",23,2,26
Honolulu,37-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",8,4,13
Honolulu,37-04,U.S. House,1,N,"PERRY, Yvonne",1,1,11
Honolulu,37-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",213,31,272
Honolulu,37-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",23,8,16
Honolulu,37-04,U.S. House,1,D,"OCASIO, Javier",6,1,3
Honolulu,37-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,1
Honolulu,37-04,State House,37,D,"YAMANE, Ryan I.",596,101,704
Honolulu,37-04,State House,37,R,"KUPUKAA, Katherine T.",206,37,286
Honolulu,38-01,President,,G,"STEIN, Jill",11,0,12
Honolulu,38-01,President,,L,"JOHNSON, Gary",13,2,31
Honolulu,38-01,President,,R,"TRUMP, Donald J.",219,28,351
Honolulu,38-01,President,,D,"CLINTON, Hillary",585,77,878
Honolulu,38-01,President,,C,"CASTLE, Darrell L.",6,0,9
Honolulu,38-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,4
Honolulu,38-01,U.S. Senate,,C,"ALLISON, Joy J.",14,6,43
Honolulu,38-01,U.S. Senate,,D,"SCHATZ, Brian",668,86,1016
Honolulu,38-01,U.S. Senate,,L,"KOKOSKI, Michael A.",3,1,15
Honolulu,38-01,U.S. Senate,,R,"CARROLL, John",129,13,174
Honolulu,38-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",639,86,1000
Honolulu,38-01,U.S. House,1,L,"YIM, Alan J.K.",13,1,15
Honolulu,38-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",16,2,29
Honolulu,38-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",142,19,200
Honolulu,38-01,U.S. House,1,D,"CROSS, Peter",11,1,25
Honolulu,38-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",567,84,891
Honolulu,38-01,U.S. House,1,D,"KIM, Howard",18,2,28
Honolulu,38-01,U.S. House,1,L,"YIM, Alan J.K.",11,0,15
Honolulu,38-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",8,0,25
Honolulu,38-01,U.S. House,1,N,"PERRY, Yvonne",2,1,1
Honolulu,38-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",149,18,204
Honolulu,38-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",19,2,33
Honolulu,38-01,U.S. House,1,D,"OCASIO, Javier",12,0,13
Honolulu,38-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,1
Honolulu,38-02,President,,G,"STEIN, Jill",9,2,17
Honolulu,38-02,President,,L,"JOHNSON, Gary",12,3,21
Honolulu,38-02,President,,R,"TRUMP, Donald J.",196,26,294
Honolulu,38-02,President,,D,"CLINTON, Hillary",614,63,679
Honolulu,38-02,President,,C,"CASTLE, Darrell L.",4,2,8
Honolulu,38-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",2,1,9
Honolulu,38-02,U.S. Senate,,C,"ALLISON, Joy J.",13,4,36
Honolulu,38-02,U.S. Senate,,D,"SCHATZ, Brian",683,67,781
Honolulu,38-02,U.S. Senate,,L,"KOKOSKI, Michael A.",3,2,11
Honolulu,38-02,U.S. Senate,,R,"CARROLL, John",117,15,148
Honolulu,38-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",677,65,774
Honolulu,38-02,U.S. House,1,L,"YIM, Alan J.K.",12,4,16
Honolulu,38-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",9,4,36
Honolulu,38-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",118,18,160
Honolulu,38-02,U.S. House,1,D,"CROSS, Peter",12,0,18
Honolulu,38-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",617,51,665
Honolulu,38-02,U.S. House,1,D,"KIM, Howard",13,3,19
Honolulu,38-02,U.S. House,1,L,"YIM, Alan J.K.",8,3,11
Honolulu,38-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",11,2,18
Honolulu,38-02,U.S. House,1,N,"PERRY, Yvonne",2,0,4
Honolulu,38-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",117,21,179
Honolulu,38-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",17,6,30
Honolulu,38-02,U.S. House,1,D,"OCASIO, Javier",8,1,12
Honolulu,38-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,1,2
Honolulu,38-03,President,,G,"STEIN, Jill",3,0,13
Honolulu,38-03,President,,L,"JOHNSON, Gary",14,2,9
Honolulu,38-03,President,,R,"TRUMP, Donald J.",115,26,175
Honolulu,38-03,President,,D,"CLINTON, Hillary",284,36,380
Honolulu,38-03,President,,C,"CASTLE, Darrell L.",2,0,5
Honolulu,38-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,3
Honolulu,38-03,U.S. Senate,,C,"ALLISON, Joy J.",4,2,31
Honolulu,38-03,U.S. Senate,,D,"SCHATZ, Brian",330,42,435
Honolulu,38-03,U.S. Senate,,L,"KOKOSKI, Michael A.",5,4,2
Honolulu,38-03,U.S. Senate,,R,"CARROLL, John",78,14,103
Honolulu,38-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",332,47,439
Honolulu,38-03,U.S. House,1,L,"YIM, Alan J.K.",7,2,11
Honolulu,38-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",11,2,13
Honolulu,38-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",71,13,101
Honolulu,38-03,U.S. House,1,D,"CROSS, Peter",6,1,17
Honolulu,38-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",311,43,375
Honolulu,38-03,U.S. House,1,D,"KIM, Howard",8,3,12
Honolulu,38-03,U.S. House,1,L,"YIM, Alan J.K.",5,2,4
Honolulu,38-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",10,0,10
Honolulu,38-03,U.S. House,1,N,"PERRY, Yvonne",0,0,2
Honolulu,38-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",69,10,97
Honolulu,38-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",4,2,31
Honolulu,38-03,U.S. House,1,D,"OCASIO, Javier",3,2,4
Honolulu,38-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,2
Honolulu,38-04,President,,G,"STEIN, Jill",3,0,3
Honolulu,38-04,President,,L,"JOHNSON, Gary",4,1,6
Honolulu,38-04,President,,R,"TRUMP, Donald J.",32,11,52
Honolulu,38-04,President,,D,"CLINTON, Hillary",93,9,133
Honolulu,38-04,President,,C,"CASTLE, Darrell L.",2,0,1
Honolulu,38-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,2
Honolulu,38-04,U.S. Senate,,C,"ALLISON, Joy J.",2,0,9
Honolulu,38-04,U.S. Senate,,D,"SCHATZ, Brian",104,18,151
Honolulu,38-04,U.S. Senate,,L,"KOKOSKI, Michael A.",2,0,1
Honolulu,38-04,U.S. Senate,,R,"CARROLL, John",19,3,29
Honolulu,38-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",112,15,153
Honolulu,38-04,U.S. House,1,L,"YIM, Alan J.K.",1,0,1
Honolulu,38-04,U.S. House,1,N,"GRIFFIN, Calvin (G)",1,3,12
Honolulu,38-04,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",16,3,25
Honolulu,38-04,U.S. House,1,D,"CROSS, Peter",0,1,6
Honolulu,38-04,U.S. House,1,D,"HANABUSA, Colleen Wakako",100,13,132
Honolulu,38-04,U.S. House,1,D,"KIM, Howard",5,1,8
Honolulu,38-04,U.S. House,1,L,"YIM, Alan J.K.",0,0,1
Honolulu,38-04,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",2,2,10
Honolulu,38-04,U.S. House,1,N,"PERRY, Yvonne",0,0,1
Honolulu,38-04,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",16,3,26
Honolulu,38-04,U.S. House,1,D,"KAAIHUE, Angela Aulani",6,0,3
Honolulu,38-04,U.S. House,1,D,"OCASIO, Javier",1,0,1
Honolulu,38-04,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,1,0
Honolulu,39-01,President,,G,"STEIN, Jill",3,0,6
Honolulu,39-01,President,,L,"JOHNSON, Gary",9,1,7
Honolulu,39-01,President,,R,"TRUMP, Donald J.",38,3,74
Honolulu,39-01,President,,D,"CLINTON, Hillary",93,18,181
Honolulu,39-01,President,,C,"CASTLE, Darrell L.",4,1,2
Honolulu,39-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,1
Honolulu,39-01,U.S. Senate,,C,"ALLISON, Joy J.",2,1,12
Honolulu,39-01,U.S. Senate,,D,"SCHATZ, Brian",120,19,197
Honolulu,39-01,U.S. Senate,,L,"KOKOSKI, Michael A.",3,0,6
Honolulu,39-01,U.S. Senate,,R,"CARROLL, John",23,3,45
Honolulu,39-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",120,19,199
Honolulu,39-01,U.S. House,1,L,"YIM, Alan J.K.",1,2,6
Honolulu,39-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",2,0,7
Honolulu,39-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",27,2,51
Honolulu,39-01,U.S. House,1,D,"CROSS, Peter",3,0,5
Honolulu,39-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",107,19,167
Honolulu,39-01,U.S. House,1,D,"KIM, Howard",3,0,4
Honolulu,39-01,U.S. House,1,L,"YIM, Alan J.K.",2,1,7
Honolulu,39-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",5,0,9
Honolulu,39-01,U.S. House,1,N,"PERRY, Yvonne",0,0,1
Honolulu,39-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",21,2,51
Honolulu,39-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",2,1,9
Honolulu,39-01,U.S. House,1,D,"OCASIO, Javier",3,0,3
Honolulu,39-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,2
Honolulu,39-02,President,,G,"STEIN, Jill",30,4,34
Honolulu,39-02,President,,L,"JOHNSON, Gary",62,12,78
Honolulu,39-02,President,,R,"TRUMP, Donald J.",485,123,831
Honolulu,39-02,President,,D,"CLINTON, Hillary",879,233,1230
Honolulu,39-02,President,,C,"CASTLE, Darrell L.",13,1,30
Honolulu,39-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,0,14
Honolulu,39-02,U.S. Senate,,C,"ALLISON, Joy J.",18,10,62
Honolulu,39-02,U.S. Senate,,D,"SCHATZ, Brian",1089,262,1555
Honolulu,39-02,U.S. Senate,,L,"KOKOSKI, Michael A.",15,9,30
Honolulu,39-02,U.S. Senate,,R,"CARROLL, John",326,81,505
Honolulu,39-02,U.S. House,2,D,"GABBARD, Tulsi",1152,287,1718
Honolulu,39-02,U.S. House,2,R,"KAAIHUE, Angela Aulani",260,68,410
Honolulu,39-03,President,,G,"STEIN, Jill",10,4,14
Honolulu,39-03,President,,L,"JOHNSON, Gary",14,3,27
Honolulu,39-03,President,,R,"TRUMP, Donald J.",223,54,282
Honolulu,39-03,President,,D,"CLINTON, Hillary",397,71,369
Honolulu,39-03,President,,C,"CASTLE, Darrell L.",6,3,7
Honolulu,39-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,4
Honolulu,39-03,U.S. Senate,,C,"ALLISON, Joy J.",10,3,18
Honolulu,39-03,U.S. Senate,,D,"SCHATZ, Brian",479,88,453
Honolulu,39-03,U.S. Senate,,L,"KOKOSKI, Michael A.",8,3,17
Honolulu,39-03,U.S. Senate,,R,"CARROLL, John",151,33,183
Honolulu,39-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",474,83,463
Honolulu,39-03,U.S. House,1,L,"YIM, Alan J.K.",13,3,21
Honolulu,39-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",12,5,17
Honolulu,39-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",146,38,182
Honolulu,39-03,U.S. House,1,D,"CROSS, Peter",7,2,12
Honolulu,39-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",430,77,411
Honolulu,39-03,U.S. House,1,D,"KIM, Howard",15,3,17
Honolulu,39-03,U.S. House,1,L,"YIM, Alan J.K.",11,4,20
Honolulu,39-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",7,3,12
Honolulu,39-03,U.S. House,1,N,"PERRY, Yvonne",2,1,2
Honolulu,39-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",142,33,178
Honolulu,39-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",17,1,14
Honolulu,39-03,U.S. House,1,D,"OCASIO, Javier",10,4,3
Honolulu,39-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,0
Honolulu,39-04,President,,G,"STEIN, Jill",19,2,28
Honolulu,39-04,President,,L,"JOHNSON, Gary",26,8,36
Honolulu,39-04,President,,R,"TRUMP, Donald J.",238,131,340
Honolulu,39-04,President,,D,"CLINTON, Hillary",248,143,392
Honolulu,39-04,President,,C,"CASTLE, Darrell L.",10,6,10
Honolulu,39-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,5
Honolulu,39-04,U.S. Senate,,C,"ALLISON, Joy J.",9,10,31
Honolulu,39-04,U.S. Senate,,D,"SCHATZ, Brian",318,162,474
Honolulu,39-04,U.S. Senate,,L,"KOKOSKI, Michael A.",7,4,17
Honolulu,39-04,U.S. Senate,,R,"CARROLL, John",192,106,256
Honolulu,39-04,U.S. House,2,D,"GABBARD, Tulsi",405,198,611
Honolulu,39-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",110,83,160
Honolulu,40-01,President,,G,"STEIN, Jill",7,0,3
Honolulu,40-01,President,,L,"JOHNSON, Gary",6,1,7
Honolulu,40-01,President,,R,"TRUMP, Donald J.",73,16,91
Honolulu,40-01,President,,D,"CLINTON, Hillary",114,40,126
Honolulu,40-01,President,,C,"CASTLE, Darrell L.",0,0,3
Honolulu,40-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,1
Honolulu,40-01,U.S. Senate,,C,"ALLISON, Joy J.",3,3,7
Honolulu,40-01,U.S. Senate,,D,"SCHATZ, Brian",138,43,154
Honolulu,40-01,U.S. Senate,,L,"KOKOSKI, Michael A.",1,0,2
Honolulu,40-01,U.S. Senate,,R,"CARROLL, John",55,11,61
Honolulu,40-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",143,41,151
Honolulu,40-01,U.S. House,1,L,"YIM, Alan J.K.",3,1,8
Honolulu,40-01,U.S. House,1,N,"GRIFFIN, Calvin (G)",3,1,10
Honolulu,40-01,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",48,14,55
Honolulu,40-01,U.S. House,1,D,"CROSS, Peter",3,2,8
Honolulu,40-01,U.S. House,1,D,"HANABUSA, Colleen Wakako",126,35,128
Honolulu,40-01,U.S. House,1,D,"KIM, Howard",3,1,5
Honolulu,40-01,U.S. House,1,L,"YIM, Alan J.K.",3,1,5
Honolulu,40-01,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",2,1,7
Honolulu,40-01,U.S. House,1,N,"PERRY, Yvonne",0,0,0
Honolulu,40-01,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",46,15,56
Honolulu,40-01,U.S. House,1,D,"KAAIHUE, Angela Aulani",9,2,10
Honolulu,40-01,U.S. House,1,D,"OCASIO, Javier",0,0,3
Honolulu,40-01,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,0
Honolulu,40-01,State House,40,D,"MARTINEZ, Rose",76,26,101
Honolulu,40-01,State House,40,R,"MCDERMOTT, Bob",121,30,127
Honolulu,40-02,President,,G,"STEIN, Jill",23,1,25
Honolulu,40-02,President,,L,"JOHNSON, Gary",30,7,54
Honolulu,40-02,President,,R,"TRUMP, Donald J.",367,165,726
Honolulu,40-02,President,,D,"CLINTON, Hillary",478,170,748
Honolulu,40-02,President,,C,"CASTLE, Darrell L.",11,3,16
Honolulu,40-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,7
Honolulu,40-02,U.S. Senate,,C,"ALLISON, Joy J.",16,5,30
Honolulu,40-02,U.S. Senate,,D,"SCHATZ, Brian",602,226,1016
Honolulu,40-02,U.S. Senate,,L,"KOKOSKI, Michael A.",17,2,22
Honolulu,40-02,U.S. Senate,,R,"CARROLL, John",271,107,465
Honolulu,40-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",581,199,972
Honolulu,40-02,U.S. House,1,L,"YIM, Alan J.K.",18,5,36
Honolulu,40-02,U.S. House,1,N,"GRIFFIN, Calvin (G)",15,15,39
Honolulu,40-02,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",289,123,485
Honolulu,40-02,U.S. House,1,D,"CROSS, Peter",13,8,31
Honolulu,40-02,U.S. House,1,D,"HANABUSA, Colleen Wakako",525,179,832
Honolulu,40-02,U.S. House,1,D,"KIM, Howard",12,12,37
Honolulu,40-02,U.S. House,1,L,"YIM, Alan J.K.",20,4,28
Honolulu,40-02,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",11,6,23
Honolulu,40-02,U.S. House,1,N,"PERRY, Yvonne",4,2,4
Honolulu,40-02,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",270,116,480
Honolulu,40-02,U.S. House,1,D,"KAAIHUE, Angela Aulani",32,9,49
Honolulu,40-02,U.S. House,1,D,"OCASIO, Javier",5,3,16
Honolulu,40-02,U.S. House,1,N,"PLOTZENEDER, Peter H.",0,0,2
Honolulu,40-02,State Senate,19,D,"ESPERO, Will",536,191,880
Honolulu,40-02,State Senate,19,R,"FEVELLA, Kurt",348,147,611
Honolulu,40-02,State House,40,D,"MARTINEZ, Rose",322,135,607
Honolulu,40-02,State House,40,R,"MCDERMOTT, Bob",542,204,855
Honolulu,40-03,President,,G,"STEIN, Jill",25,8,30
Honolulu,40-03,President,,L,"JOHNSON, Gary",24,6,65
Honolulu,40-03,President,,R,"TRUMP, Donald J.",350,130,656
Honolulu,40-03,President,,D,"CLINTON, Hillary",609,172,834
Honolulu,40-03,President,,C,"CASTLE, Darrell L.",20,3,15
Honolulu,40-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",4,0,8
Honolulu,40-03,U.S. Senate,,C,"ALLISON, Joy J.",17,14,42
Honolulu,40-03,U.S. Senate,,D,"SCHATZ, Brian",744,199,1087
Honolulu,40-03,U.S. Senate,,L,"KOKOSKI, Michael A.",11,10,22
Honolulu,40-03,U.S. Senate,,R,"CARROLL, John",237,89,388
Honolulu,40-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",760,190,1083
Honolulu,40-03,U.S. House,1,L,"YIM, Alan J.K.",13,10,40
Honolulu,40-03,U.S. House,1,N,"GRIFFIN, Calvin (G)",19,12,47
Honolulu,40-03,U.S. House,1,R,"OSTROV, Shirlene D. (Shirl)",226,100,370
Honolulu,40-03,U.S. House,1,D,"CROSS, Peter",19,13,35
Honolulu,40-03,U.S. House,1,D,"HANABUSA, Colleen Wakako",657,161,920
Honolulu,40-03,U.S. House,1,D,"KIM, Howard",13,7,26
Honolulu,40-03,U.S. House,1,L,"YIM, Alan J.K.",17,10,36
Honolulu,40-03,U.S. House,1,N,"GRIFFIN, Calvin C. (G)",20,6,40
Honolulu,40-03,U.S. House,1,N,"PERRY, Yvonne",9,2,15
Honolulu,40-03,U.S. House,1,R,"OSTROV, Shirlene DelaCruz",221,89,380
Honolulu,40-03,U.S. House,1,D,"KAAIHUE, Angela Aulani",36,17,68
Honolulu,40-03,U.S. House,1,D,"OCASIO, Javier",8,6,11
Honolulu,40-03,U.S. House,1,N,"PLOTZENEDER, Peter H.",1,0,1
Honolulu,40-03,State Senate,19,D,"ESPERO, Will",672,188,939
Honolulu,40-03,State Senate,19,R,"FEVELLA, Kurt",327,121,586
Honolulu,40-03,State House,40,D,"MARTINEZ, Rose",438,135,611
Honolulu,40-03,State House,40,R,"MCDERMOTT, Bob",542,170,879
Honolulu,40-04,President,,G,"STEIN, Jill",2,0,0
Honolulu,40-04,President,,L,"JOHNSON, Gary",4,0,0
Honolulu,40-04,President,,R,"TRUMP, Donald J.",41,4,0
Honolulu,40-04,President,,D,"CLINTON, Hillary",52,1,0
